model,fold,partition,dimensions,slice,rows,families,accuracy
CompactBlurCNN,0,train,gender x articleType,Girls | Capris,21,11,0.6190476190476191
CompactBlurCNN,0,train,gender x articleType,Girls | Casual Shoes,8,8,0.75
CompactBlurCNN,0,train,gender x articleType,Girls | Clothing Set,2,2,1.0
CompactBlurCNN,0,train,gender x articleType,Girls | Dresses,42,28,0.8809523809523809
CompactBlurCNN,0,train,gender x articleType,Girls | Earrings,1,1,0.0
CompactBlurCNN,0,train,gender x articleType,Girls | Flip Flops,6,5,0.6666666666666666
CompactBlurCNN,0,train,gender x articleType,Girls | Gloves,4,2,0.5
CompactBlurCNN,0,train,gender x articleType,Girls | Innerwear Vests,3,2,0.6666666666666666
CompactBlurCNN,0,train,gender x articleType,Girls | Jeans,12,4,0.4166666666666667
CompactBlurCNN,0,train,gender x articleType,Girls | Leggings,15,7,0.6666666666666666
CompactBlurCNN,0,train,gender x articleType,Girls | Lehenga Choli,2,2,1.0
CompactBlurCNN,0,train,gender x articleType,Girls | Rompers,4,3,1.0
CompactBlurCNN,0,train,gender x articleType,Girls | Salwar,4,4,0.75
CompactBlurCNN,0,train,gender x articleType,Girls | Sandals,31,25,0.41935483870967744
CompactBlurCNN,0,train,gender x articleType,Girls | Shirts,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Girls | Shorts,25,14,0.72
CompactBlurCNN,0,train,gender x articleType,Girls | Skirts,16,8,0.75
CompactBlurCNN,0,train,gender x articleType,Girls | Tops,154,78,0.8571428571428571
CompactBlurCNN,0,train,gender x articleType,Girls | Tshirts,72,56,0.8472222222222222
CompactBlurCNN,0,train,gender x articleType,Girls | Watches,8,2,0.875
CompactBlurCNN,0,train,gender x articleType,Men | Accessory Gift Set,74,26,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Backpacks,36,23,0.3611111111111111
CompactBlurCNN,0,train,gender x articleType,Men | Bangle,14,2,0.9285714285714286
CompactBlurCNN,0,train,gender x articleType,Men | Belts,359,193,0.9860724233983287
CompactBlurCNN,0,train,gender x articleType,Men | Blazers,4,4,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Body Wash and Scrub,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Boxers,27,22,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Briefs,349,251,0.997134670487106
CompactBlurCNN,0,train,gender x articleType,Men | Caps,74,61,0.7702702702702703
CompactBlurCNN,0,train,gender x articleType,Men | Casual Shoes,1432,1051,0.9902234636871509
CompactBlurCNN,0,train,gender x articleType,Men | Churidar,6,5,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Cufflinks,25,16,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Deodorant,124,110,0.9919354838709677
CompactBlurCNN,0,train,gender x articleType,Men | Duffel Bag,1,1,0.0
CompactBlurCNN,0,train,gender x articleType,Men | Flip Flops,323,282,0.9690402476780186
CompactBlurCNN,0,train,gender x articleType,Men | Formal Shoes,414,180,0.9951690821256038
CompactBlurCNN,0,train,gender x articleType,Men | Fragrance Gift Set,20,19,0.95
CompactBlurCNN,0,train,gender x articleType,Men | Free Gifts,26,18,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Gloves,6,6,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Handbags,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Heels,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Innerwear Vests,158,125,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Jackets,120,105,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Jeans,207,98,0.9903381642512077
CompactBlurCNN,0,train,gender x articleType,Men | Kurtas,45,34,0.9777777777777777
CompactBlurCNN,0,train,gender x articleType,Men | Kurtis,2,2,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Laptop Bag,12,8,0.3333333333333333
CompactBlurCNN,0,train,gender x articleType,Men | Lounge Pants,22,20,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Lounge Shorts,16,12,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Messenger Bag,9,9,0.3333333333333333
CompactBlurCNN,0,train,gender x articleType,Men | Mufflers,22,19,0.9545454545454546
CompactBlurCNN,0,train,gender x articleType,Men | Nehru Jackets,4,3,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Night suits,10,6,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Perfume and Body Mist,212,182,0.9528301886792453
CompactBlurCNN,0,train,gender x articleType,Men | Rain Trousers,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Ring,25,1,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Sandals,486,305,0.9897119341563786
CompactBlurCNN,0,train,gender x articleType,Men | Scarves,27,20,0.9629629629629629
CompactBlurCNN,0,train,gender x articleType,Men | Shirts,1852,1040,0.9983801295896328
CompactBlurCNN,0,train,gender x articleType,Men | Shoe Accessories,2,2,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Shorts,251,200,0.9561752988047809
CompactBlurCNN,0,train,gender x articleType,Men | Socks,316,160,0.990506329113924
CompactBlurCNN,0,train,gender x articleType,Men | Sports Sandals,18,17,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Sports Shoes,1057,954,0.9858088930936613
CompactBlurCNN,0,train,gender x articleType,Men | Sunglasses,412,164,0.9781553398058253
CompactBlurCNN,0,train,gender x articleType,Men | Suspenders,28,14,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Sweaters,134,111,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Sweatshirts,149,123,0.9932885906040269
CompactBlurCNN,0,train,gender x articleType,Men | Ties,145,68,0.993103448275862
CompactBlurCNN,0,train,gender x articleType,Men | Tights,1,1,0.0
CompactBlurCNN,0,train,gender x articleType,Men | Tops,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Track Pants,141,107,0.9787234042553191
CompactBlurCNN,0,train,gender x articleType,Men | Tracksuits,19,15,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Trousers,282,169,0.9964539007092199
CompactBlurCNN,0,train,gender x articleType,Men | Trunk,96,69,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Tshirts,3449,2778,0.9942012177442737
CompactBlurCNN,0,train,gender x articleType,Men | Tunics,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Waist Pouch,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Waistcoat,5,4,1.0
CompactBlurCNN,0,train,gender x articleType,Men | Wallets,277,127,0.9711191335740073
CompactBlurCNN,0,train,gender x articleType,Men | Watches,869,564,0.9712313003452244
CompactBlurCNN,0,train,gender x articleType,Men | Water Bottle,2,2,1.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Backpacks,421,296,0.9643705463182898
CompactBlurCNN,0,train,gender x articleType,Unisex | Basketballs,9,9,0.7777777777777778
CompactBlurCNN,0,train,gender x articleType,Unisex | Belts,7,7,0.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Caps,95,83,0.8105263157894737
CompactBlurCNN,0,train,gender x articleType,Unisex | Casual Shoes,147,139,0.4557823129251701
CompactBlurCNN,0,train,gender x articleType,Unisex | Cushion Covers,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Deodorant,2,2,0.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Duffel Bag,54,41,0.7962962962962963
CompactBlurCNN,0,train,gender x articleType,Unisex | Flip Flops,101,91,0.43564356435643564
CompactBlurCNN,0,train,gender x articleType,Unisex | Footballs,5,5,0.6
CompactBlurCNN,0,train,gender x articleType,Unisex | Fragrance Gift Set,1,1,0.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Free Gifts,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Handbags,42,38,0.5952380952380952
CompactBlurCNN,0,train,gender x articleType,Unisex | Hat,2,2,0.5
CompactBlurCNN,0,train,gender x articleType,Unisex | Headband,4,4,0.25
CompactBlurCNN,0,train,gender x articleType,Unisex | Jackets,1,1,0.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Key chain,1,1,0.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Laptop Bag,35,23,0.7142857142857143
CompactBlurCNN,0,train,gender x articleType,Unisex | Messenger Bag,21,20,0.7142857142857143
CompactBlurCNN,0,train,gender x articleType,Unisex | Mobile Pouch,4,3,0.5
CompactBlurCNN,0,train,gender x articleType,Unisex | Mufflers,1,1,0.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Perfume and Body Mist,5,4,0.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Rain Jacket,1,1,0.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Rucksacks,8,8,0.75
CompactBlurCNN,0,train,gender x articleType,Unisex | Sandals,63,57,0.5555555555555556
CompactBlurCNN,0,train,gender x articleType,Unisex | Scarves,4,4,0.25
CompactBlurCNN,0,train,gender x articleType,Unisex | Shoe Accessories,14,12,0.21428571428571427
CompactBlurCNN,0,train,gender x articleType,Unisex | Shoe Laces,1,1,0.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Socks,47,33,0.1702127659574468
CompactBlurCNN,0,train,gender x articleType,Unisex | Sports Shoes,30,30,0.1
CompactBlurCNN,0,train,gender x articleType,Unisex | Sunglasses,95,64,0.35789473684210527
CompactBlurCNN,0,train,gender x articleType,Unisex | Sweatshirts,1,1,0.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Swimwear,4,4,0.25
CompactBlurCNN,0,train,gender x articleType,Unisex | Tablet Sleeve,1,1,0.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Track Pants,1,1,0.0
CompactBlurCNN,0,train,gender x articleType,Unisex | Travel Accessory,6,6,0.5
CompactBlurCNN,0,train,gender x articleType,Unisex | Trolley Bag,3,2,0.6666666666666666
CompactBlurCNN,0,train,gender x articleType,Unisex | Tshirts,48,37,0.5208333333333334
CompactBlurCNN,0,train,gender x articleType,Unisex | Waist Pouch,11,11,0.45454545454545453
CompactBlurCNN,0,train,gender x articleType,Unisex | Wallets,15,11,0.06666666666666667
CompactBlurCNN,0,train,gender x articleType,Unisex | Watches,88,75,0.5454545454545454
CompactBlurCNN,0,train,gender x articleType,Unisex | Water Bottle,6,6,0.6666666666666666
CompactBlurCNN,0,train,gender x articleType,Unisex | Wristbands,4,4,0.75
CompactBlurCNN,0,train,gender x articleType,Women | Baby Dolls,2,2,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Backpacks,27,23,0.8518518518518519
CompactBlurCNN,0,train,gender x articleType,Women | Bangle,18,15,0.8888888888888888
CompactBlurCNN,0,train,gender x articleType,Women | Belts,176,129,0.9034090909090909
CompactBlurCNN,0,train,gender x articleType,Women | Blazers,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Bra,202,157,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Bracelet,28,15,0.9642857142857143
CompactBlurCNN,0,train,gender x articleType,Women | Briefs,107,73,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Camisoles,10,10,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Capris,80,67,0.9125
CompactBlurCNN,0,train,gender x articleType,Women | Caps,16,16,0.8125
CompactBlurCNN,0,train,gender x articleType,Women | Casual Shoes,215,188,0.8930232558139535
CompactBlurCNN,0,train,gender x articleType,Women | Churidar,14,13,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Clutches,152,124,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Compact,4,1,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Concealer,2,1,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Deodorant,73,67,0.958904109589041
CompactBlurCNN,0,train,gender x articleType,Women | Dresses,190,156,0.9631578947368421
CompactBlurCNN,0,train,gender x articleType,Women | Duffel Bag,4,4,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Dupatta,80,58,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Earrings,125,31,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Eyeshadow,2,2,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Flats,287,185,0.9721254355400697
CompactBlurCNN,0,train,gender x articleType,Women | Flip Flops,146,100,0.910958904109589
CompactBlurCNN,0,train,gender x articleType,Women | Foundation and Primer,7,4,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Fragrance Gift Set,17,17,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Free Gifts,19,15,0.8947368421052632
CompactBlurCNN,0,train,gender x articleType,Women | Handbags,935,596,0.9850267379679144
CompactBlurCNN,0,train,gender x articleType,Women | Heels,710,379,0.9971830985915493
CompactBlurCNN,0,train,gender x articleType,Women | Highlighter and Blush,4,1,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Innerwear Vests,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Ipad,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Jackets,32,28,0.96875
CompactBlurCNN,0,train,gender x articleType,Women | Jeans,138,72,0.9855072463768116
CompactBlurCNN,0,train,gender x articleType,Women | Jeggings,18,11,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Jewellery Set,32,12,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Jumpsuit,8,8,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Kajal and Eyeliner,8,7,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Kurta Sets,49,45,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Kurtas,1009,522,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Kurtis,137,106,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Laptop Bag,8,8,0.75
CompactBlurCNN,0,train,gender x articleType,Women | Leggings,91,81,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Lip Gloss,4,4,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Lip Liner,9,6,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Lip Plumper,2,2,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Lipstick,10,2,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Lounge Pants,14,13,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Lounge Shorts,7,6,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Lounge Tshirts,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Mobile Pouch,28,28,0.8214285714285714
CompactBlurCNN,0,train,gender x articleType,Women | Mufflers,3,2,0.6666666666666666
CompactBlurCNN,0,train,gender x articleType,Women | Nail Polish,12,11,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Necklace and Chains,43,29,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Night suits,38,20,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Nightdress,27,21,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Patiala,19,16,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Pendant,100,7,0.99
CompactBlurCNN,0,train,gender x articleType,Women | Perfume and Body Mist,162,137,0.9259259259259259
CompactBlurCNN,0,train,gender x articleType,Women | Ring,54,3,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Robe,2,2,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Salwar,19,16,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Salwar and Dupatta,5,5,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Sandals,1,1,0.0
CompactBlurCNN,0,train,gender x articleType,Women | Sarees,104,84,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Scarves,44,35,0.9090909090909091
CompactBlurCNN,0,train,gender x articleType,Women | Shapewear,2,2,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Shirts,186,160,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Shorts,44,41,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Shrug,2,2,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Skirts,64,57,0.96875
CompactBlurCNN,0,train,gender x articleType,Women | Socks,54,44,0.8333333333333334
CompactBlurCNN,0,train,gender x articleType,Women | Sports Sandals,26,26,0.8461538461538461
CompactBlurCNN,0,train,gender x articleType,Women | Sports Shoes,263,247,0.870722433460076
CompactBlurCNN,0,train,gender x articleType,Women | Stockings,14,9,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Stoles,62,41,0.9838709677419355
CompactBlurCNN,0,train,gender x articleType,Women | Sunglasses,204,113,0.9656862745098039
CompactBlurCNN,0,train,gender x articleType,Women | Sweaters,54,48,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Sweatshirts,40,38,0.925
CompactBlurCNN,0,train,gender x articleType,Women | Swimwear,8,8,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Tablet Sleeve,1,1,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Tights,5,4,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Tops,940,692,0.9872340425531915
CompactBlurCNN,0,train,gender x articleType,Women | Track Pants,58,53,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Travel Accessory,3,3,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Trousers,66,53,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Tshirts,682,608,0.9853372434017595
CompactBlurCNN,0,train,gender x articleType,Women | Tunics,119,105,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Umbrellas,4,3,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Waistcoat,2,2,1.0
CompactBlurCNN,0,train,gender x articleType,Women | Wallets,273,201,0.9597069597069597
CompactBlurCNN,0,train,gender x articleType,Women | Watches,553,404,0.9403254972875226
CompactBlurCNN,0,train,gender x family_size_bin,Boys | 1,219,219,0.817351598173516
CompactBlurCNN,0,train,gender x family_size_bin,Boys | 2-3,193,81,0.8963730569948186
CompactBlurCNN,0,train,gender x family_size_bin,Boys | 4+,136,18,0.9632352941176471
CompactBlurCNN,0,train,gender x family_size_bin,Girls | 1,178,178,0.6292134831460674
CompactBlurCNN,0,train,gender x family_size_bin,Girls | 2-3,174,74,0.8620689655172413
CompactBlurCNN,0,train,gender x family_size_bin,Girls | 4+,84,14,0.8809523809523809
CompactBlurCNN,0,train,gender x family_size_bin,Men | 1,8217,8217,0.9832055494706097
CompactBlurCNN,0,train,gender x family_size_bin,Men | 2-3,2683,1205,0.9828550130450988
CompactBlurCNN,0,train,gender x family_size_bin,Men | 4+,3303,461,0.9918256130790191
CompactBlurCNN,0,train,gender x family_size_bin,Unisex | 1,1018,1018,0.6021611001964636
CompactBlurCNN,0,train,gender x family_size_bin,Unisex | 2-3,199,91,0.6582914572864321
CompactBlurCNN,0,train,gender x family_size_bin,Unisex | 4+,194,32,0.8041237113402062
CompactBlurCNN,0,train,gender x family_size_bin,Women | 1,5618,5618,0.9642221431114275
CompactBlurCNN,0,train,gender x family_size_bin,Women | 2-3,1771,790,0.9791078486730661
CompactBlurCNN,0,train,gender x family_size_bin,Women | 4+,2233,326,0.9896999552171966
CompactBlurCNN,0,validation,gender,Boys,136,79,0.6176470588235294
CompactBlurCNN,0,validation,gender,Girls,107,70,0.514018691588785
CompactBlurCNN,0,validation,gender,Men,3550,2462,0.94
CompactBlurCNN,0,validation,gender,Unisex,355,287,0.4647887323943662
CompactBlurCNN,0,validation,gender,Women,2405,1667,0.9072765072765073
CompactBlurCNN,0,validation,articleType,Accessory Gift Set,17,7,1.0
CompactBlurCNN,0,validation,articleType,Backpacks,119,85,0.7226890756302521
CompactBlurCNN,0,validation,articleType,Bangle,18,1,1.0
CompactBlurCNN,0,validation,articleType,Basketballs,3,3,0.6666666666666666
CompactBlurCNN,0,validation,articleType,Belts,134,81,0.8656716417910447
CompactBlurCNN,0,validation,articleType,Blazers,1,1,1.0
CompactBlurCNN,0,validation,articleType,Booties,2,1,0.0
CompactBlurCNN,0,validation,articleType,Boxers,7,5,1.0
CompactBlurCNN,0,validation,articleType,Bra,49,39,1.0
CompactBlurCNN,0,validation,articleType,Bracelet,16,1,0.25
CompactBlurCNN,0,validation,articleType,Briefs,112,78,0.9642857142857143
CompactBlurCNN,0,validation,articleType,Camisoles,3,3,1.0
CompactBlurCNN,0,validation,articleType,Capris,26,20,0.5
CompactBlurCNN,0,validation,articleType,Caps,45,41,0.4666666666666667
CompactBlurCNN,0,validation,articleType,Casual Shoes,457,359,0.8512035010940919
CompactBlurCNN,0,validation,articleType,Churidar,5,5,1.0
CompactBlurCNN,0,validation,articleType,Clothing Set,1,1,1.0
CompactBlurCNN,0,validation,articleType,Clutches,37,30,0.8648648648648649
CompactBlurCNN,0,validation,articleType,Cufflinks,13,1,1.0
CompactBlurCNN,0,validation,articleType,Deodorant,49,44,0.8571428571428571
CompactBlurCNN,0,validation,articleType,Dresses,57,43,0.9298245614035088
CompactBlurCNN,0,validation,articleType,Duffel Bag,14,11,0.5714285714285714
CompactBlurCNN,0,validation,articleType,Dupatta,19,15,1.0
CompactBlurCNN,0,validation,articleType,Earrings,80,1,1.0
CompactBlurCNN,0,validation,articleType,Eyeshadow,2,1,1.0
CompactBlurCNN,0,validation,articleType,Flats,69,49,0.8985507246376812
CompactBlurCNN,0,validation,articleType,Flip Flops,147,122,0.7619047619047619
CompactBlurCNN,0,validation,articleType,Footballs,2,2,0.5
CompactBlurCNN,0,validation,articleType,Formal Shoes,103,43,0.9902912621359223
CompactBlurCNN,0,validation,articleType,Foundation and Primer,4,1,1.0
CompactBlurCNN,0,validation,articleType,Fragrance Gift Set,9,9,0.7777777777777778
CompactBlurCNN,0,validation,articleType,Free Gifts,11,6,0.8181818181818182
CompactBlurCNN,0,validation,articleType,Gloves,4,2,0.5
CompactBlurCNN,0,validation,articleType,Handbags,244,158,0.9344262295081968
CompactBlurCNN,0,validation,articleType,Headband,2,2,0.0
CompactBlurCNN,0,validation,articleType,Heels,179,92,0.9776536312849162
CompactBlurCNN,0,validation,articleType,Innerwear Vests,40,32,0.9
CompactBlurCNN,0,validation,articleType,Jackets,38,35,0.868421052631579
CompactBlurCNN,0,validation,articleType,Jeans,94,44,0.8191489361702128
CompactBlurCNN,0,validation,articleType,Jeggings,4,3,1.0
CompactBlurCNN,0,validation,articleType,Jewellery Set,6,4,1.0
CompactBlurCNN,0,validation,articleType,Jumpsuit,2,2,1.0
CompactBlurCNN,0,validation,articleType,Kajal and Eyeliner,3,2,0.3333333333333333
CompactBlurCNN,0,validation,articleType,Kurta Sets,13,12,1.0
CompactBlurCNN,0,validation,articleType,Kurtas,263,139,0.9961977186311787
CompactBlurCNN,0,validation,articleType,Kurtis,33,26,1.0
CompactBlurCNN,0,validation,articleType,Laptop Bag,12,10,0.5833333333333334
CompactBlurCNN,0,validation,articleType,Leggings,26,23,0.9230769230769231
CompactBlurCNN,0,validation,articleType,Lip Gloss,1,1,1.0
CompactBlurCNN,0,validation,articleType,Lip Liner,2,1,1.0
CompactBlurCNN,0,validation,articleType,Lip Plumper,1,1,1.0
CompactBlurCNN,0,validation,articleType,Lounge Pants,9,9,0.7777777777777778
CompactBlurCNN,0,validation,articleType,Lounge Shorts,6,5,1.0
CompactBlurCNN,0,validation,articleType,Messenger Bag,7,7,0.2857142857142857
CompactBlurCNN,0,validation,articleType,Mobile Pouch,8,8,0.75
CompactBlurCNN,0,validation,articleType,Mufflers,7,5,0.2857142857142857
CompactBlurCNN,0,validation,articleType,Nail Polish,4,4,1.0
CompactBlurCNN,0,validation,articleType,Necklace and Chains,10,8,1.0
CompactBlurCNN,0,validation,articleType,Night suits,11,9,0.7272727272727273
CompactBlurCNN,0,validation,articleType,Nightdress,7,5,1.0
CompactBlurCNN,0,validation,articleType,Patiala,4,3,1.0
CompactBlurCNN,0,validation,articleType,Pendant,5,3,1.0
CompactBlurCNN,0,validation,articleType,Perfume and Body Mist,95,82,0.7578947368421053
CompactBlurCNN,0,validation,articleType,Rompers,3,1,1.0
CompactBlurCNN,0,validation,articleType,Rucksacks,2,2,1.0
CompactBlurCNN,0,validation,articleType,Salwar,5,4,1.0
CompactBlurCNN,0,validation,articleType,Salwar and Dupatta,1,1,1.0
CompactBlurCNN,0,validation,articleType,Sandals,146,100,0.863013698630137
CompactBlurCNN,0,validation,articleType,Sarees,25,22,1.0
CompactBlurCNN,0,validation,articleType,Scarves,18,15,0.7222222222222222
CompactBlurCNN,0,validation,articleType,Shirts,528,304,0.9791666666666666
CompactBlurCNN,0,validation,articleType,Shoe Accessories,4,3,0.25
CompactBlurCNN,0,validation,articleType,Shorts,88,70,0.7727272727272727
CompactBlurCNN,0,validation,articleType,Skirts,19,16,0.631578947368421
CompactBlurCNN,0,validation,articleType,Socks,103,57,0.7864077669902912
CompactBlurCNN,0,validation,articleType,Sports Sandals,10,10,0.7
CompactBlurCNN,0,validation,articleType,Sports Shoes,339,311,0.8584070796460177
CompactBlurCNN,0,validation,articleType,Stockings,8,1,1.0
CompactBlurCNN,0,validation,articleType,Stoles,15,11,0.9333333333333333
CompactBlurCNN,0,validation,articleType,Sunglasses,175,85,0.7828571428571428
CompactBlurCNN,0,validation,articleType,Suspenders,6,5,1.0
CompactBlurCNN,0,validation,articleType,Sweaters,46,40,1.0
CompactBlurCNN,0,validation,articleType,Sweatshirts,46,40,0.9130434782608695
CompactBlurCNN,0,validation,articleType,Swimwear,3,2,1.0
CompactBlurCNN,0,validation,articleType,Ties,34,17,1.0
CompactBlurCNN,0,validation,articleType,Ties and Cufflinks,1,1,1.0
CompactBlurCNN,0,validation,articleType,Tights,2,2,1.0
CompactBlurCNN,0,validation,articleType,Tops,274,196,0.8868613138686131
CompactBlurCNN,0,validation,articleType,Track Pants,49,39,0.9387755102040817
CompactBlurCNN,0,validation,articleType,Tracksuits,5,5,0.6
CompactBlurCNN,0,validation,articleType,Travel Accessory,3,2,0.0
CompactBlurCNN,0,validation,articleType,Trousers,85,55,0.9411764705882353
CompactBlurCNN,0,validation,articleType,Trunk,23,17,1.0
CompactBlurCNN,0,validation,articleType,Tshirts,1151,926,0.9391833188531712
CompactBlurCNN,0,validation,articleType,Tunics,28,26,1.0
CompactBlurCNN,0,validation,articleType,Umbrellas,1,1,1.0
CompactBlurCNN,0,validation,articleType,Waist Pouch,3,2,0.6666666666666666
CompactBlurCNN,0,validation,articleType,Waistcoat,3,2,1.0
CompactBlurCNN,0,validation,articleType,Wallets,139,83,0.9280575539568345
CompactBlurCNN,0,validation,articleType,Watches,388,254,0.8067010309278351
CompactBlurCNN,0,validation,articleType,Water Bottle,2,2,0.0
CompactBlurCNN,0,validation,articleType,Wristbands,1,1,0.0
CompactBlurCNN,0,validation,family_size_bin,1,3793,3793,0.8776693909833905
CompactBlurCNN,0,validation,family_size_bin,2-3,1281,572,0.8821233411397346
CompactBlurCNN,0,validation,family_size_bin,4+,1479,199,0.9222447599729547
CompactBlurCNN,0,validation,gender x articleType,Boys | Booties,2,1,0.0
CompactBlurCNN,0,validation,gender x articleType,Boys | Capris,2,1,1.0
CompactBlurCNN,0,validation,gender x articleType,Boys | Casual Shoes,7,6,0.0
CompactBlurCNN,0,validation,gender x articleType,Boys | Flip Flops,3,3,0.3333333333333333
CompactBlurCNN,0,validation,gender x articleType,Boys | Gloves,2,1,0.0
CompactBlurCNN,0,validation,gender x articleType,Boys | Jackets,2,1,0.0
CompactBlurCNN,0,validation,gender x articleType,Boys | Jeans,4,2,0.0
CompactBlurCNN,0,validation,gender x articleType,Boys | Rompers,2,1,1.0
CompactBlurCNN,0,validation,gender x articleType,Boys | Sandals,3,3,0.6666666666666666
CompactBlurCNN,0,validation,gender x articleType,Boys | Shirts,13,3,0.9230769230769231
CompactBlurCNN,0,validation,gender x articleType,Boys | Shorts,7,4,0.14285714285714285
CompactBlurCNN,0,validation,gender x articleType,Boys | Sweatshirts,1,1,0.0
